Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
0<=X<200,no credits/all paid,new car,6000<=Credit<7000,100<=X<500,unemployed,male single,34.0,high qualif/self emp/mgmt,bad
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,28.0,skilled,good
no checking,existing paid,used car,8000<=Credit<9000,100<=X<500,>=7,male single,45.0,high qualif/self emp/mgmt,good
<0,existing paid,new car,0<=Credit<1000,<100,4<=X<7,male single,26.0,skilled,bad
no checking,existing paid,used car,4000<=Credit<5000,<100,1<=X<4,male single,32.0,high qualif/self emp/mgmt,good
>=200,existing paid,business,2000<=Credit<3000,<100,4<=X<7,male single,26.0,skilled,good
0<=X<200,delayed previously,radio/tv,5000<=Credit<6000,<100,1<=X<4,male mar/wid/div/sep,20.0,skilled,good
no checking,existing paid,new car,2000<=Credit<3000,unknown,<1,male single,54.0,skilled,good
<0,critical/other existing credit,new car,0<=Credit<1000,<100,4<=X<7,female div/sep/mar,37.0,skilled,good
<0,critical/other existing credit,new car,1000<=Credit<2000,<100,<1,male single,40.0,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,7000<=Credit<8000,<100,<1,female div/sep/mar,23.0,skilled,bad
<0,existing paid,new car,1000<=Credit<2000,100<=X<500,>=7,male single,43.0,skilled,good
no checking,critical/other existing credit,radio/tv,0<=Credit<1000,unknown,>=7,male single,36.0,skilled,good
no checking,critical/other existing credit,repairs,5000<=Credit<6000,<100,>=7,male single,44.0,skilled,good
<0,existing paid,radio/tv,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,24.0,skilled,bad
<0,no credits/all paid,furniture/equipment,7000<=Credit<8000,<100,1<=X<4,male single,53.0,skilled,bad
no checking,existing paid,used car,3000<=Credit<4000,100<=X<500,4<=X<7,female div/sep/mar,23.0,skilled,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,26.0,unskilled resident,good
0<=X<200,existing paid,used car,7000<=Credit<8000,<100,<1,male single,30.0,skilled,good
no checking,critical/other existing credit,education,1000<=Credit<2000,100<=X<500,1<=X<4,female div/sep/mar,31.0,skilled,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,4<=X<7,male single,42.0,unskilled resident,good
<0,existing paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male mar/wid/div/sep,31.0,skilled,bad
<0,existing paid,new car,0<=Credit<1000,<100,<1,male single,41.0,unskilled resident,good
0<=X<200,existing paid,education,2000<=Credit<3000,<100,4<=X<7,male single,32.0,skilled,good
0<=X<200,existing paid,new car,2000<=Credit<3000,100<=X<500,1<=X<4,female div/sep/mar,28.0,skilled,bad
no checking,delayed previously,used car,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,41.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,100<=X<500,4<=X<7,male mar/wid/div/sep,26.0,skilled,good
no checking,existing paid,radio/tv,3000<=Credit<4000,unknown,<1,male single,25.0,skilled,good
>=200,critical/other existing credit,education,2000<=Credit<3000,<100,<1,male mar/wid/div/sep,33.0,skilled,bad
<0,existing paid,new car,1000<=Credit<2000,unknown,unemployed,female div/sep/mar,75.0,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,furniture/equipment,3000<=Credit<4000,<100,>=7,female div/sep/mar,37.0,skilled,good
<0,existing paid,new car,7000<=Credit<8000,<100,>=7,male single,42.0,high qualif/self emp/mgmt,bad
>=200,existing paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,45.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,<1,male mar/wid/div/sep,23.0,skilled,bad
no checking,delayed previously,new car,2000<=Credit<3000,<100,>=7,male single,60.0,skilled,good
<0,existing paid,furniture/equipment,6000<=Credit<7000,unknown,>=7,male single,31.0,skilled,bad
>=200,existing paid,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,male single,34.0,unskilled resident,bad
no checking,critical/other existing credit,new car,1000<=Credit<2000,<100,>=7,male single,61.0,unskilled resident,good
<0,delayed previously,new car,1000<=Credit<2000,<100,unemployed,male single,43.0,skilled,bad
no checking,critical/other existing credit,new car,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,37.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,4<=X<7,male single,32.0,skilled,good
<0,no credits/all paid,radio/tv,0<=Credit<1000,<100,1<=X<4,female div/sep/mar,24.0,unskilled resident,bad
no checking,critical/other existing credit,used car,8000<=Credit<9000,unknown,4<=X<7,male single,35.0,skilled,good
no checking,critical/other existing credit,repairs,0<=Credit<1000,unknown,4<=X<7,female div/sep/mar,23.0,skilled,good
no checking,no credits/all paid,radio/tv,1000<=Credit<2000,500<=X<1000,>=7,male single,45.0,unskilled resident,good
<0,existing paid,radio/tv,6000<=Credit<7000,<100,4<=X<7,male mar/wid/div/sep,34.0,skilled,bad
0<=X<200,critical/other existing credit,new car,1000<=Credit<2000,100<=X<500,<1,male single,27.0,skilled,good
0<=X<200,existing paid,education,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,67.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,<1,male single,22.0,skilled,bad
0<=X<200,no credits/all paid,new car,2000<=Credit<3000,100<=X<500,<1,female div/sep/mar,28.0,skilled,bad
no checking,no credits/all paid,new car,5000<=Credit<6000,unknown,1<=X<4,female div/sep/mar,29.0,skilled,bad
<0,no credits/all paid,furniture/equipment,3000<=Credit<4000,<100,4<=X<7,male single,27.0,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,19000<=Credit<20000,<100,<1,male single,31.0,unskilled resident,bad
<0,existing paid,used car,2000<=Credit<3000,unknown,>=7,male single,49.0,skilled,good
<0,no credits/all paid,radio/tv,1000<=Credit<2000,<100,4<=X<7,male single,24.0,unskilled resident,bad
>=200,delayed previously,radio/tv,0<=Credit<1000,<100,<1,female div/sep/mar,29.0,skilled,good
0<=X<200,existing paid,new car,12000<=Credit<13000,unknown,1<=X<4,male single,37.0,skilled,bad
0<=X<200,delayed previously,business,4000<=Credit<5000,unknown,1<=X<4,male single,37.0,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,radio/tv,1000<=Credit<2000,100<=X<500,4<=X<7,female div/sep/mar,23.0,skilled,good
<0,existing paid,new car,1000<=Credit<2000,<100,4<=X<7,male mar/wid/div/sep,36.0,skilled,bad
no checking,critical/other existing credit,radio/tv,2000<=Credit<3000,>=1000,>=7,male single,34.0,skilled,good
0<=X<200,existing paid,radio/tv,3000<=Credit<4000,unknown,4<=X<7,male single,41.0,skilled,good
<0,existing paid,radio/tv,6000<=Credit<7000,<100,1<=X<4,female div/sep/mar,31.0,skilled,bad
<0,existing paid,furniture/equipment,3000<=Credit<4000,<100,<1,female div/sep/mar,23.0,unskilled resident,bad
no checking,critical/other existing credit,radio/tv,5000<=Credit<6000,<100,4<=X<7,male single,38.0,skilled,good
no checking,existing paid,used car,5000<=Credit<6000,unknown,unemployed,female div/sep/mar,26.0,high qualif/self emp/mgmt,good
<0,existing paid,business,0<=Credit<1000,<100,1<=X<4,female div/sep/mar,22.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,male single,27.0,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,4<=X<7,female div/sep/mar,24.0,skilled,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,4<=X<7,female div/sep/mar,27.0,skilled,good
no checking,critical/other existing credit,education,1000<=Credit<2000,unknown,1<=X<4,female div/sep/mar,33.0,skilled,good
0<=X<200,critical/other existing credit,new car,2000<=Credit<3000,<100,<1,male mar/wid/div/sep,27.0,skilled,bad
no checking,existing paid,retraining,0<=Credit<1000,<100,<1,male mar/wid/div/sep,27.0,unskilled resident,good
0<=X<200,critical/other existing credit,new car,1000<=Credit<2000,<100,>=7,male single,30.0,skilled,bad
0<=X<200,critical/other existing credit,new car,3000<=Credit<4000,<100,<1,male single,49.0,unskilled resident,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,26.0,skilled,good
0<=X<200,existing paid,repairs,2000<=Credit<3000,<100,<1,male single,33.0,unskilled resident,bad
no checking,existing paid,new car,2000<=Credit<3000,unknown,>=7,female div/sep/mar,52.0,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,20.0,skilled,bad
<0,critical/other existing credit,new car,2000<=Credit<3000,<100,1<=X<4,male single,36.0,skilled,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male single,21.0,unskilled resident,good
<0,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,47.0,unskilled resident,bad
<0,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,>=7,male single,60.0,skilled,bad
<0,critical/other existing credit,radio/tv,0<=Credit<1000,<100,4<=X<7,female div/sep/mar,58.0,unskilled resident,good
0<=X<200,delayed previously,new car,1000<=Credit<2000,unknown,1<=X<4,female div/sep/mar,42.0,skilled,good
no checking,existing paid,business,1000<=Credit<2000,>=1000,>=7,female div/sep/mar,36.0,unskilled resident,good
0<=X<200,existing paid,new car,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,20.0,unskilled resident,bad
<0,no credits/all paid,other,13000<=Credit<14000,unknown,>=7,male single,40.0,high qualif/self emp/mgmt,bad
0<=X<200,no credits/all paid,new car,0<=Credit<1000,100<=X<500,<1,female div/sep/mar,32.0,unskilled resident,bad
<0,existing paid,new car,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,23.0,skilled,bad
0<=X<200,no credits/all paid,business,4000<=Credit<5000,<100,1<=X<4,male single,36.0,unskilled resident,bad
no checking,critical/other existing credit,new car,2000<=Credit<3000,<100,4<=X<7,male single,31.0,skilled,bad
no checking,delayed previously,business,3000<=Credit<4000,<100,1<=X<4,male single,32.0,skilled,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,<1,female div/sep/mar,45.0,skilled,good
0<=X<200,existing paid,furniture/equipment,0<=Credit<1000,<100,1<=X<4,female div/sep/mar,30.0,skilled,bad
0<=X<200,no credits/all paid,education,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,34.0,unskilled resident,bad
no checking,existing paid,furniture/equipment,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,28.0,high qualif/self emp/mgmt,bad
>=200,existing paid,furniture/equipment,1000<=Credit<2000,<100,<1,female div/sep/mar,23.0,skilled,good
<0,no credits/all paid,furniture/equipment,2000<=Credit<3000,500<=X<1000,1<=X<4,male single,22.0,skilled,good
no checking,critical/other existing credit,business,4000<=Credit<5000,<100,1<=X<4,male single,74.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,100<=X<500,1<=X<4,female div/sep/mar,50.0,skilled,bad
no checking,existing paid,radio/tv,2000<=Credit<3000,<100,<1,male single,33.0,skilled,good
no checking,existing paid,used car,1000<=Credit<2000,unknown,>=7,male single,45.0,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<1000,100<=X<500,unemployed,female div/sep/mar,22.0,skilled,bad
>=200,existing paid,new car,1000<=Credit<2000,100<=X<500,>=7,female div/sep/mar,48.0,unskilled resident,bad
<0,existing paid,radio/tv,3000<=Credit<4000,>=1000,<1,female div/sep/mar,29.0,skilled,good
<0,no credits/all paid,used car,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,22.0,skilled,good
no checking,delayed previously,furniture/equipment,1000<=Credit<2000,<100,4<=X<7,female div/sep/mar,22.0,skilled,bad
0<=X<200,no credits/all paid,business,12000<=Credit<13000,unknown,1<=X<4,male single,48.0,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,radio/tv,9000<=Credit<10000,unknown,1<=X<4,male single,27.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,3000<=Credit<4000,<100,1<=X<4,male single,37.0,skilled,good
0<=X<200,existing paid,furniture/equipment,3000<=Credit<4000,100<=X<500,1<=X<4,female div/sep/mar,21.0,skilled,bad
no checking,existing paid,new car,0<=Credit<1000,<100,1<=X<4,male mar/wid/div/sep,49.0,unskilled resident,good
0<=X<200,critical/other existing credit,business,3000<=Credit<4000,<100,4<=X<7,male single,27.0,skilled,good
no checking,critical/other existing credit,new car,1000<=Credit<2000,<100,1<=X<4,male single,32.0,skilled,bad
no checking,existing paid,business,3000<=Credit<4000,unknown,1<=X<4,male mar/wid/div/sep,38.0,skilled,bad
<0,existing paid,furniture/equipment,1000<=Credit<2000,<100,<1,female div/sep/mar,22.0,skilled,good
<0,existing paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male single,65.0,skilled,bad
no checking,existing paid,radio/tv,1000<=Credit<2000,unknown,>=7,male single,35.0,skilled,good
>=200,existing paid,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,male single,41.0,skilled,good
0<=X<200,no credits/all paid,new car,1000<=Credit<2000,100<=X<500,4<=X<7,male single,29.0,skilled,bad
no checking,critical/other existing credit,furniture/equipment,4000<=Credit<5000,500<=X<1000,1<=X<4,male single,36.0,skilled,good
no checking,existing paid,education,3000<=Credit<4000,unknown,>=7,male single,64.0,unskilled resident,good
<0,existing paid,radio/tv,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,28.0,skilled,good
<0,no credits/all paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male single,44.0,skilled,bad
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,unknown,<1,male single,23.0,skilled,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,<100,<1,female div/sep/mar,19.0,skilled,bad
0<=X<200,existing paid,new car,1000<=Credit<2000,<100,<1,female div/sep/mar,25.0,unskilled resident,bad
no checking,existing paid,education,1000<=Credit<2000,<100,>=7,male single,47.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,500<=X<1000,4<=X<7,female div/sep/mar,28.0,skilled,good
no checking,delayed previously,radio/tv,15000<=Credit<16000,<100,4<=X<7,male single,21.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,<1,female div/sep/mar,34.0,skilled,good
<0,delayed previously,radio/tv,4000<=Credit<5000,<100,4<=X<7,male single,26.0,skilled,bad
<0,existing paid,education,0<=Credit<1000,<100,unemployed,female div/sep/mar,27.0,unemp/unskilled non res,bad
0<=X<200,existing paid,repairs,1000<=Credit<2000,<100,>=7,male single,38.0,unskilled resident,good
no checking,existing paid,education,4000<=Credit<5000,100<=X<500,1<=X<4,male single,40.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,4<=X<7,male mar/wid/div/sep,33.0,skilled,good
<0,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,4<=X<7,male mar/wid/div/sep,32.0,high qualif/self emp/mgmt,good
no checking,delayed previously,business,7000<=Credit<8000,unknown,<1,male single,27.0,skilled,bad
<0,no credits/all paid,furniture/equipment,4000<=Credit<5000,<100,1<=X<4,male mar/wid/div/sep,32.0,skilled,good
no checking,existing paid,new car,13000<=Credit<14000,500<=X<1000,1<=X<4,female div/sep/mar,26.0,skilled,bad
>=200,existing paid,new car,0<=Credit<1000,<100,4<=X<7,male single,38.0,skilled,bad
<0,existing paid,education,0<=Credit<1000,<100,1<=X<4,male single,40.0,unskilled resident,bad
<0,existing paid,education,7000<=Credit<8000,<100,4<=X<7,male single,50.0,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,1000<=Credit<2000,<100,1<=X<4,male single,37.0,unskilled resident,bad
<0,existing paid,new car,2000<=Credit<3000,<100,>=7,male single,45.0,skilled,bad
0<=X<200,delayed previously,new car,8000<=Credit<9000,100<=X<500,>=7,male single,42.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,2000<=Credit<3000,<100,4<=X<7,male single,35.0,skilled,good
<0,existing paid,new car,3000<=Credit<4000,<100,unemployed,male single,22.0,skilled,good
0<=X<200,existing paid,new car,0<=Credit<1000,<100,>=7,male single,41.0,unskilled resident,bad
no checking,existing paid,radio/tv,10000<=Credit<11000,unknown,4<=X<7,male single,37.0,skilled,good
0<=X<200,no credits/all paid,business,4000<=Credit<5000,<100,1<=X<4,female div/sep/mar,28.0,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,6000<=Credit<7000,<100,>=7,male single,41.0,skilled,good
>=200,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,23.0,skilled,good
<0,existing paid,new car,0<=Credit<1000,unknown,1<=X<4,male mar/wid/div/sep,23.0,skilled,bad
no checking,existing paid,furniture/equipment,2000<=Credit<3000,<100,>=7,male single,50.0,skilled,good
0<=X<200,delayed previously,furniture/equipment,1000<=Credit<2000,<100,unemployed,male single,35.0,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,education,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,50.0,unskilled resident,good
no checking,critical/other existing credit,other,6000<=Credit<7000,<100,unemployed,male single,27.0,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,furniture/equipment,3000<=Credit<4000,>=1000,1<=X<4,male single,34.0,skilled,good
no checking,no credits/all paid,business,3000<=Credit<4000,<100,1<=X<4,female div/sep/mar,27.0,skilled,good
<0,critical/other existing credit,new car,4000<=Credit<5000,<100,>=7,male single,43.0,skilled,bad
>=200,critical/other existing credit,radio/tv,3000<=Credit<4000,<100,>=7,male single,47.0,skilled,good
no checking,critical/other existing credit,business,4000<=Credit<5000,100<=X<500,1<=X<4,male single,27.0,unskilled resident,good
no checking,existing paid,business,5000<=Credit<6000,100<=X<500,4<=X<7,male single,31.0,skilled,good
no checking,existing paid,new car,10000<=Credit<11000,<100,>=7,male single,42.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,new car,2000<=Credit<3000,500<=X<1000,1<=X<4,male mar/wid/div/sep,24.0,skilled,good
no checking,delayed previously,business,2000<=Credit<3000,500<=X<1000,<1,male single,41.0,unskilled resident,bad
no checking,critical/other existing credit,radio/tv,4000<=Credit<5000,<100,4<=X<7,female div/sep/mar,26.0,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,5000<=Credit<6000,<100,>=7,male single,33.0,skilled,good
0<=X<200,existing paid,radio/tv,5000<=Credit<6000,100<=X<500,1<=X<4,male mar/wid/div/sep,24.0,skilled,bad
<0,existing paid,radio/tv,2000<=Credit<3000,<100,>=7,male single,64.0,unskilled resident,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,<1,female div/sep/mar,26.0,skilled,good
no checking,existing paid,education,1000<=Credit<2000,<100,<1,female div/sep/mar,56.0,skilled,good
no checking,existing paid,radio/tv,2000<=Credit<3000,unknown,1<=X<4,male single,37.0,skilled,good
no checking,delayed previously,radio/tv,1000<=Credit<2000,<100,1<=X<4,male mar/wid/div/sep,33.0,skilled,good
no checking,critical/other existing credit,radio/tv,5000<=Credit<6000,<100,<1,male mar/wid/div/sep,47.0,skilled,good
0<=X<200,delayed previously,business,9000<=Credit<10000,100<=X<500,4<=X<7,male single,31.0,unskilled resident,good
no checking,existing paid,new car,6000<=Credit<7000,unknown,1<=X<4,male single,34.0,skilled,good
>=200,critical/other existing credit,radio/tv,1000<=Credit<2000,unknown,4<=X<7,male single,27.0,skilled,good
0<=X<200,delayed previously,new car,2000<=Credit<3000,100<=X<500,>=7,male single,30.0,skilled,good
no checking,existing paid,radio/tv,2000<=Credit<3000,100<=X<500,>=7,male single,35.0,skilled,good
<0,existing paid,new car,3000<=Credit<4000,>=1000,1<=X<4,male single,31.0,skilled,good
<0,critical/other existing credit,furniture/equipment,0<=Credit<1000,<100,1<=X<4,male mar/wid/div/sep,25.0,skilled,good
0<=X<200,existing paid,repairs,2000<=Credit<3000,100<=X<500,1<=X<4,female div/sep/mar,25.0,unskilled resident,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,100<=X<500,<1,male single,29.0,skilled,good
<0,critical/other existing credit,new car,4000<=Credit<5000,unknown,<1,male single,44.0,unskilled resident,good
no checking,existing paid,radio/tv,2000<=Credit<3000,<100,4<=X<7,male single,28.0,skilled,good
no checking,existing paid,used car,1000<=Credit<2000,500<=X<1000,1<=X<4,male single,50.0,skilled,good
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,4<=X<7,male single,29.0,skilled,good
no checking,critical/other existing credit,new car,0<=Credit<1000,<100,unemployed,female div/sep/mar,38.0,unemp/unskilled non res,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,1<=X<4,male single,24.0,skilled,good
>=200,existing paid,education,1000<=Credit<2000,<100,>=7,male single,40.0,high qualif/self emp/mgmt,good
no checking,existing paid,furniture/equipment,1000<=Credit<2000,500<=X<1000,1<=X<4,female div/sep/mar,29.0,unskilled resident,bad
<0,critical/other existing credit,used car,6000<=Credit<7000,<100,>=7,male single,46.0,skilled,bad
>=200,existing paid,radio/tv,1000<=Credit<2000,100<=X<500,>=7,female div/sep/mar,47.0,skilled,good
0<=X<200,delayed previously,business,2000<=Credit<3000,100<=X<500,>=7,male single,41.0,skilled,good
0<=X<200,existing paid,business,2000<=Credit<3000,<100,<1,female div/sep/mar,32.0,skilled,good
no checking,existing paid,new car,5000<=Credit<6000,500<=X<1000,>=7,female div/sep/mar,35.0,skilled,good
0<=X<200,existing paid,new car,6000<=Credit<7000,100<=X<500,4<=X<7,male single,24.0,skilled,bad
0<=X<200,no credits/all paid,furniture/equipment,2000<=Credit<3000,<100,<1,female div/sep/mar,25.0,skilled,bad
0<=X<200,existing paid,radio/tv,1000<=Credit<2000,<100,>=7,female div/sep/mar,25.0,skilled,good
0<=X<200,existing paid,radio/tv,2000<=Credit<3000,<100,1<=X<4,male single,37.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,0<=Credit<1000,500<=X<1000,>=7,male single,32.0,high qualif/self emp/mgmt,good
<0,no credits/all paid,education,1000<=Credit<2000,<100,>=7,female div/sep/mar,35.0,skilled,bad
no checking,existing paid,used car,2000<=Credit<3000,unknown,>=7,male single,46.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,radio/tv,1000<=Credit<2000,<100,1<=X<4,male single,25.0,unskilled resident,good
0<=X<200,existing paid,new car,14000<=Credit<15000,<100,4<=X<7,male single,27.0,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,7000<=Credit<8000,unknown,>=7,male single,63.0,skilled,good
no checking,critical/other existing credit,radio/tv,3000<=Credit<4000,unknown,>=7,male single,40.0,skilled,good
no checking,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,male single,32.0,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,radio/tv,3000<=Credit<4000,unknown,1<=X<4,male single,31.0,skilled,good
0<=X<200,no credits/all paid,used car,6000<=Credit<7000,100<=X<500,>=7,male mar/wid/div/sep,31.0,skilled,good
>=200,no credits/all paid,radio/tv,1000<=Credit<2000,<100,<1,male single,34.0,high qualif/self emp/mgmt,bad
0<=X<200,no credits/all paid,education,0<=Credit<1000,>=1000,<1,female div/sep/mar,24.0,skilled,bad
<0,existing paid,new car,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,24.0,unskilled resident,bad
0<=X<200,existing paid,radio/tv,0<=Credit<1000,500<=X<1000,1<=X<4,female div/sep/mar,66.0,unskilled resident,good
no checking,existing paid,new car,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,21.0,skilled,bad
no checking,critical/other existing credit,new car,0<=Credit<1000,>=1000,1<=X<4,female div/sep/mar,41.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,1000<=Credit<2000,500<=X<1000,1<=X<4,male mar/wid/div/sep,47.0,unskilled resident,good
<0,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,female div/sep/mar,25.0,skilled,bad
0<=X<200,no credits/all paid,business,6000<=Credit<7000,<100,>=7,female div/sep/mar,59.0,skilled,bad
>=200,critical/other existing credit,business,1000<=Credit<2000,>=1000,1<=X<4,male mar/wid/div/sep,36.0,skilled,good
0<=X<200,delayed previously,radio/tv,6000<=Credit<7000,<100,<1,male single,33.0,skilled,good
<0,existing paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,male single,21.0,unskilled resident,bad
0<=X<200,existing paid,radio/tv,0<=Credit<1000,<100,4<=X<7,female div/sep/mar,44.0,unskilled resident,good
no checking,existing paid,used car,2000<=Credit<3000,>=1000,1<=X<4,female div/sep/mar,28.0,skilled,good
no checking,critical/other existing credit,new car,3000<=Credit<4000,<100,4<=X<7,female div/sep/mar,37.0,skilled,good
0<=X<200,no credits/all paid,furniture/equipment,3000<=Credit<4000,unknown,<1,female div/sep/mar,29.0,unemp/unskilled non res,good
0<=X<200,existing paid,used car,11000<=Credit<12000,<100,1<=X<4,female div/sep/mar,23.0,high qualif/self emp/mgmt,bad
<0,existing paid,new car,4000<=Credit<5000,100<=X<500,1<=X<4,male single,35.0,unskilled resident,good
no checking,critical/other existing credit,new car,6000<=Credit<7000,<100,4<=X<7,male single,45.0,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,business,4000<=Credit<5000,100<=X<500,1<=X<4,female div/sep/mar,26.0,unskilled resident,bad
<0,no credits/all paid,new car,2000<=Credit<3000,100<=X<500,4<=X<7,male single,32.0,skilled,good
0<=X<200,no credits/all paid,radio/tv,1000<=Credit<2000,<100,1<=X<4,male single,23.0,unskilled resident,good
no checking,existing paid,radio/tv,3000<=Credit<4000,unknown,>=7,male single,41.0,skilled,good
<0,no credits/all paid,furniture/equipment,2000<=Credit<3000,500<=X<1000,1<=X<4,male single,22.0,skilled,good
<0,critical/other existing credit,furniture/equipment,14000<=Credit<15000,unknown,4<=X<7,male single,30.0,high qualif/self emp/mgmt,good
<0,critical/other existing credit,business,1000<=Credit<2000,<100,<1,male single,28.0,unskilled resident,good
<0,existing paid,new car,2000<=Credit<3000,<100,unemployed,female div/sep/mar,23.0,skilled,good
<0,existing paid,new car,1000<=Credit<2000,<100,<1,female div/sep/mar,37.0,unskilled resident,bad
no checking,existing paid,used car,5000<=Credit<6000,unknown,1<=X<4,male single,26.0,skilled,good
no checking,existing paid,used car,3000<=Credit<4000,<100,4<=X<7,male single,33.0,skilled,good
<0,existing paid,furniture/equipment,0<=Credit<1000,<100,>=7,female div/sep/mar,49.0,skilled,good
<0,existing paid,new car,0<=Credit<1000,<100,<1,female div/sep/mar,23.0,unskilled resident,bad
0<=X<200,existing paid,business,0<=Credit<1000,100<=X<500,4<=X<7,female div/sep/mar,23.0,unskilled resident,good
no checking,critical/other existing credit,radio/tv,5000<=Credit<6000,<100,4<=X<7,female div/sep/mar,25.0,skilled,good
no checking,delayed previously,repairs,1000<=Credit<2000,>=1000,>=7,male single,55.0,skilled,bad
<0,existing paid,new car,1000<=Credit<2000,unknown,4<=X<7,female div/sep/mar,32.0,skilled,bad
>=200,critical/other existing credit,new car,1000<=Credit<2000,<100,1<=X<4,male single,74.0,unemp/unskilled non res,good
>=200,critical/other existing credit,radio/tv,1000<=Credit<2000,unknown,1<=X<4,male single,39.0,skilled,bad
no checking,existing paid,new car,1000<=Credit<2000,<100,1<=X<4,male single,31.0,skilled,good
<0,critical/other existing credit,new car,0<=Credit<1000,<100,>=7,male single,35.0,skilled,bad
no checking,critical/other existing credit,new car,5000<=Credit<6000,unknown,>=7,female div/sep/mar,59.0,skilled,good
<0,critical/other existing credit,furniture/equipment,2000<=Credit<3000,<100,1<=X<4,female div/sep/mar,24.0,skilled,bad
