Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
0<=X<200,existing paid,new car,0.61945,unknown,1<=X<4,male single,0.37,skilled,bad
0<=X<200,delayed previously,business,0.2356,unknown,1<=X<4,male single,0.37,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,furniture/equipment,0.07765,100<=X<500,4<=X<7,female div/sep/mar,0.23,skilled,good
<0,existing paid,new car,0.0686,<100,4<=X<7,male mar/wid/div/sep,0.36,skilled,bad
no checking,critical/other existing credit,furniture/equipment,0.1289,>=1000,>=7,male single,0.34,skilled,good
0<=X<200,existing paid,furniture/equipment,0.19895,unknown,4<=X<7,male single,0.41,skilled,good
<0,existing paid,furniture/equipment,0.3379,<100,1<=X<4,female div/sep/mar,0.31,skilled,bad
<0,existing paid,furniture/equipment,0.1617,<100,<1,female div/sep/mar,0.23,unskilled resident,bad
no checking,critical/other existing credit,furniture/equipment,0.2977,<100,4<=X<7,male single,0.38,skilled,good
no checking,existing paid,used car,0.27165,unknown,unemployed,female div/sep/mar,0.26,high qualif/self emp/mgmt,good
<0,existing paid,business,0.0403,<100,1<=X<4,female div/sep/mar,0.22,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.0541,<100,>=7,male single,0.27,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.1394,<100,4<=X<7,female div/sep/mar,0.24,skilled,good
0<=X<200,existing paid,furniture/equipment,0.1465,<100,4<=X<7,female div/sep/mar,0.27,skilled,good
no checking,critical/other existing credit,education,0.09635,unknown,1<=X<4,female div/sep/mar,0.33,skilled,good
0<=X<200,critical/other existing credit,new car,0.141,<100,<1,male mar/wid/div/sep,0.27,skilled,bad
no checking,existing paid,retraining,0.04685,<100,<1,male mar/wid/div/sep,0.27,unskilled resident,good
0<=X<200,critical/other existing credit,new car,0.0528,<100,>=7,male single,0.3,skilled,bad
0<=X<200,critical/other existing credit,new car,0.1562,<100,<1,male single,0.49,unskilled resident,good
no checking,existing paid,furniture/equipment,0.0694,<100,1<=X<4,female div/sep/mar,0.26,skilled,good
0<=X<200,existing paid,repairs,0.1192,<100,<1,male single,0.33,unskilled resident,bad
no checking,existing paid,new car,0.10665,unknown,>=7,female div/sep/mar,0.52,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,0.10195,<100,1<=X<4,female div/sep/mar,0.2,skilled,bad
<0,critical/other existing credit,new car,0.13995,<100,1<=X<4,male single,0.36,skilled,good
<0,existing paid,furniture/equipment,0.06445,<100,1<=X<4,male single,0.21,unskilled resident,good
<0,existing paid,furniture/equipment,0.06085,<100,1<=X<4,male mar/wid/div/sep,0.47,unskilled resident,bad
<0,critical/other existing credit,furniture/equipment,0.1123,<100,>=7,male single,0.6,skilled,bad
<0,critical/other existing credit,furniture/equipment,0.01925,<100,4<=X<7,female div/sep/mar,0.58,unskilled resident,good
0<=X<200,delayed previously,new car,0.09825,unknown,1<=X<4,female div/sep/mar,0.42,skilled,good
no checking,existing paid,business,0.0786,>=1000,>=7,female div/sep/mar,0.36,unskilled resident,good
0<=X<200,existing paid,new car,0.1359,<100,1<=X<4,female div/sep/mar,0.2,unskilled resident,bad
<0,no credits/all paid,other,0.679,unknown,>=7,male single,0.4,high qualif/self emp/mgmt,bad
0<=X<200,no credits/all paid,new car,0.04655,100<=X<500,<1,female div/sep/mar,0.32,unskilled resident,bad
<0,existing paid,new car,0.0721,<100,4<=X<7,female div/sep/mar,0.23,skilled,bad
0<=X<200,no credits/all paid,business,0.21205,<100,1<=X<4,male single,0.36,unskilled resident,bad
no checking,critical/other existing credit,new car,0.13875,<100,4<=X<7,male single,0.31,skilled,bad
no checking,delayed previously,business,0.19315,<100,1<=X<4,male single,0.32,skilled,good
0<=X<200,existing paid,furniture/equipment,0.11645,<100,<1,female div/sep/mar,0.45,skilled,good
0<=X<200,existing paid,furniture/equipment,0.0459,<100,1<=X<4,female div/sep/mar,0.3,skilled,bad
0<=X<200,no credits/all paid,education,0.09185,<100,4<=X<7,female div/sep/mar,0.34,unskilled resident,bad
no checking,existing paid,furniture/equipment,0.16745,<100,1<=X<4,female div/sep/mar,0.28,high qualif/self emp/mgmt,bad
>=200,existing paid,furniture/equipment,0.06375,<100,<1,female div/sep/mar,0.23,skilled,good
<0,no credits/all paid,furniture/equipment,0.1414,500<=X<1000,1<=X<4,male single,0.22,skilled,good
no checking,critical/other existing credit,business,0.2263,<100,1<=X<4,male single,0.74,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.13355,100<=X<500,1<=X<4,female div/sep/mar,0.5,skilled,bad
no checking,existing paid,furniture/equipment,0.10255,<100,<1,male single,0.33,skilled,good
no checking,existing paid,used car,0.065,unknown,>=7,male single,0.45,skilled,good
<0,existing paid,furniture/equipment,0.03705,100<=X<500,unemployed,female div/sep/mar,0.22,skilled,bad
>=200,existing paid,new car,0.062,100<=X<500,>=7,female div/sep/mar,0.48,unskilled resident,bad
<0,existing paid,furniture/equipment,0.16785,>=1000,<1,female div/sep/mar,0.29,skilled,good
<0,no credits/all paid,used car,0.1816,<100,1<=X<4,female div/sep/mar,0.22,skilled,good
no checking,delayed previously,furniture/equipment,0.0904,<100,4<=X<7,female div/sep/mar,0.22,skilled,bad
0<=X<200,no credits/all paid,business,0.6102,unknown,1<=X<4,male single,0.48,high qualif/self emp/mgmt,good
0<=X<200,delayed previously,furniture/equipment,0.45785,unknown,1<=X<4,male single,0.27,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,0.1838,<100,1<=X<4,male single,0.37,skilled,good
0<=X<200,existing paid,furniture/equipment,0.17205,100<=X<500,1<=X<4,female div/sep/mar,0.21,skilled,bad
no checking,existing paid,new car,0.032,<100,1<=X<4,male mar/wid/div/sep,0.49,unskilled resident,good
0<=X<200,critical/other existing credit,business,0.1826,<100,4<=X<7,male single,0.27,skilled,good
no checking,critical/other existing credit,new car,0.0765,<100,1<=X<4,male single,0.32,skilled,bad
no checking,existing paid,business,0.1957,unknown,1<=X<4,male mar/wid/div/sep,0.38,skilled,bad
<0,existing paid,furniture/equipment,0.0929,<100,<1,female div/sep/mar,0.22,skilled,good
<0,existing paid,furniture/equipment,0.13,<100,1<=X<4,male single,0.65,skilled,bad
no checking,existing paid,furniture/equipment,0.09895,unknown,>=7,male single,0.35,skilled,good
>=200,existing paid,furniture/equipment,0.1058,<100,1<=X<4,male single,0.41,skilled,good
0<=X<200,no credits/all paid,new car,0.07185,100<=X<500,4<=X<7,male single,0.29,skilled,bad
no checking,critical/other existing credit,furniture/equipment,0.2021,500<=X<1000,1<=X<4,male single,0.36,skilled,good
no checking,existing paid,education,0.1916,unknown,>=7,male single,0.64,unskilled resident,good
<0,existing paid,furniture/equipment,0.183,<100,1<=X<4,female div/sep/mar,0.28,skilled,good
<0,no credits/all paid,furniture/equipment,0.07765,<100,1<=X<4,male single,0.44,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.0722,unknown,<1,male single,0.23,skilled,good
no checking,existing paid,furniture/equipment,0.099,<100,<1,female div/sep/mar,0.19,skilled,bad
0<=X<200,existing paid,new car,0.06775,<100,<1,female div/sep/mar,0.25,unskilled resident,bad
no checking,existing paid,education,0.06965,<100,>=7,male single,0.47,skilled,good
no checking,existing paid,furniture/equipment,0.0688,500<=X<1000,4<=X<7,female div/sep/mar,0.28,skilled,good
no checking,delayed previously,furniture/equipment,0.78265,<100,4<=X<7,male single,0.21,skilled,good
no checking,existing paid,furniture/equipment,0.07465,<100,<1,female div/sep/mar,0.34,skilled,good
<0,delayed previously,furniture/equipment,0.2185,<100,4<=X<7,male single,0.26,skilled,bad
<0,existing paid,education,0.0375,<100,unemployed,female div/sep/mar,0.27,unemp/unskilled non res,bad
0<=X<200,existing paid,repairs,0.0654,<100,>=7,male single,0.38,unskilled resident,good
no checking,existing paid,education,0.23115,100<=X<500,1<=X<4,male single,0.4,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,furniture/equipment,0.09255,<100,4<=X<7,male mar/wid/div/sep,0.33,skilled,good
<0,critical/other existing credit,furniture/equipment,0.094,<100,4<=X<7,male mar/wid/div/sep,0.32,high qualif/self emp/mgmt,good
no checking,delayed previously,business,0.399,unknown,<1,male single,0.27,skilled,bad
<0,no credits/all paid,furniture/equipment,0.22915,<100,1<=X<4,male mar/wid/div/sep,0.32,skilled,good
no checking,existing paid,new car,0.693,500<=X<1000,1<=X<4,female div/sep/mar,0.26,skilled,bad
>=200,existing paid,new car,0.04735,<100,4<=X<7,male single,0.38,skilled,bad
<0,existing paid,education,0.0342,<100,1<=X<4,male single,0.4,unskilled resident,bad
<0,existing paid,education,0.3738,<100,4<=X<7,male single,0.5,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,0.0961,<100,1<=X<4,male single,0.37,unskilled resident,bad
<0,existing paid,new car,0.11515,<100,>=7,male single,0.45,skilled,bad
0<=X<200,delayed previously,new car,0.4043,100<=X<500,>=7,male single,0.42,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,0.1173,<100,4<=X<7,male single,0.35,skilled,good
<0,existing paid,new car,0.19865,<100,unemployed,male single,0.22,skilled,good
0<=X<200,existing paid,new car,0.0444,<100,>=7,male single,0.41,unskilled resident,bad
no checking,existing paid,furniture/equipment,0.5111,unknown,4<=X<7,male single,0.37,skilled,good
0<=X<200,no credits/all paid,business,0.21105,<100,1<=X<4,female div/sep/mar,0.28,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.31805,<100,>=7,male single,0.41,skilled,good
>=200,existing paid,furniture/equipment,0.06485,<100,1<=X<4,male mar/wid/div/sep,0.23,skilled,good
<0,existing paid,new car,0.045,unknown,1<=X<4,male mar/wid/div/sep,0.23,skilled,bad
no checking,existing paid,furniture/equipment,0.11205,<100,>=7,male single,0.5,skilled,good
0<=X<200,delayed previously,furniture/equipment,0.0525,<100,unemployed,male single,0.35,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,education,0.05235,<100,1<=X<4,female div/sep/mar,0.5,unskilled resident,good
no checking,critical/other existing credit,other,0.3157,<100,unemployed,male single,0.27,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,furniture/equipment,0.1748,>=1000,1<=X<4,male single,0.34,skilled,good
no checking,no credits/all paid,business,0.18045,<100,1<=X<4,female div/sep/mar,0.27,skilled,good
<0,critical/other existing credit,new car,0.24215,<100,>=7,male single,0.43,skilled,bad
>=200,critical/other existing credit,furniture/equipment,0.15085,<100,>=7,male single,0.47,skilled,good
no checking,critical/other existing credit,business,0.20695,100<=X<500,1<=X<4,male single,0.27,unskilled resident,good
no checking,existing paid,business,0.2871,100<=X<500,4<=X<7,male single,0.31,skilled,good
no checking,existing paid,new car,0.5183,<100,>=7,male single,0.42,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,new car,0.104,500<=X<1000,1<=X<4,male mar/wid/div/sep,0.24,skilled,good
no checking,delayed previously,business,0.129,500<=X<1000,<1,male single,0.41,unskilled resident,bad
no checking,critical/other existing credit,furniture/equipment,0.2265,<100,4<=X<7,female div/sep/mar,0.26,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,0.2575,<100,>=7,male single,0.33,skilled,good
0<=X<200,existing paid,furniture/equipment,0.27975,100<=X<500,1<=X<4,male mar/wid/div/sep,0.24,skilled,bad
<0,existing paid,furniture/equipment,0.1192,<100,>=7,male single,0.64,unskilled resident,good
no checking,existing paid,furniture/equipment,0.07265,<100,<1,female div/sep/mar,0.26,skilled,good
no checking,existing paid,education,0.0769,<100,<1,female div/sep/mar,0.56,skilled,good
no checking,existing paid,furniture/equipment,0.11395,unknown,1<=X<4,male single,0.37,skilled,good
no checking,delayed previously,furniture/equipment,0.0739,<100,1<=X<4,male mar/wid/div/sep,0.33,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.25515,<100,<1,male mar/wid/div/sep,0.47,skilled,good
0<=X<200,delayed previously,business,0.49285,100<=X<500,4<=X<7,male single,0.31,unskilled resident,good
no checking,existing paid,new car,0.32635,unknown,1<=X<4,male single,0.34,skilled,good
>=200,critical/other existing credit,furniture/equipment,0.06735,unknown,4<=X<7,male single,0.27,skilled,good
0<=X<200,delayed previously,new car,0.1431,100<=X<500,>=7,male single,0.3,skilled,good
no checking,existing paid,furniture/equipment,0.13765,100<=X<500,>=7,male single,0.35,skilled,good
<0,existing paid,new car,0.18255,>=1000,1<=X<4,male single,0.31,skilled,good
<0,critical/other existing credit,furniture/equipment,0.04875,<100,1<=X<4,male mar/wid/div/sep,0.25,skilled,good
0<=X<200,existing paid,repairs,0.13155,100<=X<500,1<=X<4,female div/sep/mar,0.25,unskilled resident,good
0<=X<200,existing paid,furniture/equipment,0.1448,100<=X<500,<1,male single,0.29,skilled,good
<0,critical/other existing credit,new car,0.2358,unknown,<1,male single,0.44,unskilled resident,good
no checking,existing paid,furniture/equipment,0.1142,<100,4<=X<7,male single,0.28,skilled,good
no checking,existing paid,used car,0.0618,500<=X<1000,1<=X<4,male single,0.5,skilled,good
0<=X<200,existing paid,furniture/equipment,0.05515,<100,4<=X<7,male single,0.29,skilled,good
no checking,critical/other existing credit,new car,0.0463,<100,unemployed,female div/sep/mar,0.38,unemp/unskilled non res,good
no checking,critical/other existing credit,furniture/equipment,0.09,<100,1<=X<4,male single,0.24,skilled,good
>=200,existing paid,education,0.09525,<100,>=7,male single,0.4,high qualif/self emp/mgmt,good
no checking,existing paid,furniture/equipment,0.05615,500<=X<1000,1<=X<4,female div/sep/mar,0.29,unskilled resident,bad
<0,critical/other existing credit,used car,0.31655,<100,>=7,male single,0.46,skilled,bad
>=200,existing paid,furniture/equipment,0.06885,100<=X<500,>=7,female div/sep/mar,0.47,skilled,good
0<=X<200,delayed previously,business,0.12515,100<=X<500,>=7,male single,0.41,skilled,good
0<=X<200,existing paid,business,0.1264,<100,<1,female div/sep/mar,0.32,skilled,good
no checking,existing paid,new car,0.2662,500<=X<1000,>=7,female div/sep/mar,0.35,skilled,good
0<=X<200,existing paid,new car,0.328,100<=X<500,4<=X<7,male single,0.24,skilled,bad
0<=X<200,no credits/all paid,furniture/equipment,0.14845,<100,<1,female div/sep/mar,0.25,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.0603,<100,>=7,female div/sep/mar,0.25,skilled,good
0<=X<200,existing paid,furniture/equipment,0.1059,<100,1<=X<4,male single,0.37,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.03145,500<=X<1000,>=7,male single,0.32,high qualif/self emp/mgmt,good
<0,no credits/all paid,education,0.0599,<100,>=7,female div/sep/mar,0.35,skilled,bad
no checking,existing paid,used car,0.1238,unknown,>=7,male single,0.46,high qualif/self emp/mgmt,good
<0,critical/other existing credit,furniture/equipment,0.0569,<100,1<=X<4,male single,0.25,unskilled resident,good
0<=X<200,existing paid,new car,0.70135,<100,4<=X<7,male single,0.27,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,0.3798,unknown,>=7,male single,0.63,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.15385,unknown,>=7,male single,0.4,skilled,good
no checking,existing paid,furniture/equipment,0.07525,<100,1<=X<4,male single,0.32,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,furniture/equipment,0.1574,unknown,1<=X<4,male single,0.31,skilled,good
0<=X<200,no credits/all paid,used car,0.3074,100<=X<500,>=7,male mar/wid/div/sep,0.31,skilled,good
>=200,no credits/all paid,furniture/equipment,0.06685,<100,<1,male single,0.34,high qualif/self emp/mgmt,bad
0<=X<200,no credits/all paid,education,0.02165,>=1000,<1,female div/sep/mar,0.24,skilled,bad
<0,existing paid,new car,0.0614,<100,1<=X<4,female div/sep/mar,0.24,unskilled resident,bad
0<=X<200,existing paid,furniture/equipment,0.0395,500<=X<1000,1<=X<4,female div/sep/mar,0.66,unskilled resident,good
no checking,existing paid,new car,0.1285,<100,1<=X<4,female div/sep/mar,0.21,skilled,bad
no checking,critical/other existing credit,new car,0.0125,>=1000,1<=X<4,female div/sep/mar,0.41,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.0658,500<=X<1000,1<=X<4,male mar/wid/div/sep,0.47,unskilled resident,good
<0,existing paid,furniture/equipment,0.0941,<100,1<=X<4,female div/sep/mar,0.25,skilled,bad
0<=X<200,no credits/all paid,business,0.3208,<100,>=7,female div/sep/mar,0.59,skilled,bad
>=200,critical/other existing credit,business,0.06375,>=1000,1<=X<4,male mar/wid/div/sep,0.36,skilled,good
0<=X<200,delayed previously,furniture/equipment,0.32015,<100,<1,male single,0.33,skilled,good
<0,existing paid,furniture/equipment,0.09935,<100,1<=X<4,male single,0.21,unskilled resident,bad
0<=X<200,existing paid,furniture/equipment,0.038,<100,4<=X<7,female div/sep/mar,0.44,unskilled resident,good
no checking,existing paid,used car,0.13015,>=1000,1<=X<4,female div/sep/mar,0.28,skilled,good
no checking,critical/other existing credit,new car,0.169,<100,4<=X<7,female div/sep/mar,0.37,skilled,good
0<=X<200,no credits/all paid,furniture/equipment,0.1995,unknown,<1,female div/sep/mar,0.29,unemp/unskilled non res,good
0<=X<200,existing paid,used car,0.578,<100,1<=X<4,female div/sep/mar,0.23,high qualif/self emp/mgmt,bad
<0,existing paid,new car,0.219,100<=X<500,1<=X<4,male single,0.35,unskilled resident,good
no checking,critical/other existing credit,new car,0.33805,<100,4<=X<7,male single,0.45,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,business,0.214,100<=X<500,1<=X<4,female div/sep/mar,0.26,unskilled resident,bad
<0,no credits/all paid,new car,0.11625,100<=X<500,4<=X<7,male single,0.32,skilled,good
0<=X<200,no credits/all paid,furniture/equipment,0.0524,<100,1<=X<4,male single,0.23,unskilled resident,good
no checking,existing paid,furniture/equipment,0.158,unknown,>=7,male single,0.41,skilled,good
<0,no credits/all paid,furniture/equipment,0.12415,500<=X<1000,1<=X<4,male single,0.22,skilled,good
<0,critical/other existing credit,furniture/equipment,0.70895,unknown,4<=X<7,male single,0.3,high qualif/self emp/mgmt,good
<0,critical/other existing credit,business,0.08985,<100,<1,male single,0.28,unskilled resident,good
<0,existing paid,new car,0.12555,<100,unemployed,female div/sep/mar,0.23,skilled,good
<0,existing paid,new car,0.0637,<100,<1,female div/sep/mar,0.37,unskilled resident,bad
no checking,existing paid,used car,0.2624,unknown,1<=X<4,male single,0.26,skilled,good
no checking,existing paid,used car,0.15145,<100,4<=X<7,male single,0.33,skilled,good
<0,existing paid,furniture/equipment,0.0214,<100,>=7,female div/sep/mar,0.49,skilled,good
<0,existing paid,new car,0.0488,<100,<1,female div/sep/mar,0.23,unskilled resident,bad
0<=X<200,existing paid,business,0.04205,100<=X<500,4<=X<7,female div/sep/mar,0.23,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.28855,<100,4<=X<7,female div/sep/mar,0.25,skilled,good
no checking,delayed previously,repairs,0.07775,>=1000,>=7,male single,0.55,skilled,bad
<0,existing paid,new car,0.06425,unknown,4<=X<7,female div/sep/mar,0.32,skilled,bad
>=200,critical/other existing credit,new car,0.06495,<100,1<=X<4,male single,0.74,unemp/unskilled non res,good
>=200,critical/other existing credit,furniture/equipment,0.06355,unknown,1<=X<4,male single,0.39,skilled,bad
no checking,existing paid,new car,0.06965,<100,1<=X<4,male single,0.31,skilled,good
<0,critical/other existing credit,new car,0.03455,<100,>=7,male single,0.35,skilled,bad
no checking,critical/other existing credit,new car,0.25225,unknown,>=7,female div/sep/mar,0.59,skilled,good
<0,critical/other existing credit,furniture/equipment,0.1062,<100,1<=X<4,female div/sep/mar,0.24,skilled,bad
<0,existing paid,furniture/equipment,0.1107,<100,1<=X<4,male single,0.24,unskilled resident,good
no checking,critical/other existing credit,new car,0.634,unknown,>=7,male single,0.3,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,new car,0.12315,100<=X<500,4<=X<7,male mar/wid/div/sep,0.27,skilled,good
0<=X<200,existing paid,furniture/equipment,0.05775,<100,>=7,male mar/wid/div/sep,0.4,unskilled resident,good
<0,existing paid,furniture/equipment,0.1554,<100,<1,male mar/wid/div/sep,0.31,unskilled resident,bad
no checking,existing paid,used car,0.14505,unknown,<1,female div/sep/mar,0.31,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.18085,<100,>=7,male single,0.28,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.08275,<100,>=7,male single,0.63,unskilled resident,good
<0,existing paid,used car,0.1406,unknown,>=7,female div/sep/mar,0.26,skilled,good
<0,critical/other existing credit,education,0.40325,<100,1<=X<4,female div/sep/mar,0.25,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,0.16375,<100,>=7,male single,0.36,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,0.11115,100<=X<500,>=7,male single,0.52,skilled,good
>=200,critical/other existing credit,new car,0.074,500<=X<1000,unemployed,male single,0.66,unemp/unskilled non res,good
<0,existing paid,new car,0.06855,unknown,1<=X<4,female div/sep/mar,0.25,skilled,bad
no checking,critical/other existing credit,new car,0.17675,<100,4<=X<7,male single,0.37,skilled,good
<0,existing paid,furniture/equipment,0.17545,<100,4<=X<7,female div/sep/mar,0.25,skilled,good
no checking,critical/other existing credit,used car,0.28555,>=1000,>=7,male single,0.38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,repairs,0.1936,<100,unemployed,female div/sep/mar,0.67,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.24665,<100,4<=X<7,male single,0.25,skilled,bad
no checking,critical/other existing credit,new car,0.097,>=1000,>=7,male single,0.6,skilled,good
0<=X<200,no credits/all paid,retraining,0.0705,<100,1<=X<4,male single,0.31,unskilled resident,good
0<=X<200,existing paid,new car,0.0418,100<=X<500,<1,female div/sep/mar,0.23,unskilled resident,bad
0<=X<200,existing paid,used car,0.3234,unknown,unemployed,male mar/wid/div/sep,0.6,high qualif/self emp/mgmt,good
0<=X<200,existing paid,business,0.09705,>=1000,1<=X<4,male single,0.35,unskilled resident,good
no checking,existing paid,furniture/equipment,0.13375,500<=X<1000,>=7,male single,0.4,skilled,good
no checking,critical/other existing credit,used car,0.13755,unknown,>=7,male single,0.38,skilled,good
0<=X<200,delayed previously,education,0.3112,<100,>=7,male single,0.5,skilled,bad
<0,critical/other existing credit,education,0.2999,<100,1<=X<4,male single,0.27,skilled,bad
0<=X<200,existing paid,business,0.0594,<100,>=7,female div/sep/mar,0.39,skilled,bad
no checking,existing paid,used car,0.31565,unknown,>=7,male single,0.41,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,0.06105,unknown,1<=X<4,male mar/wid/div/sep,0.27,skilled,good
>=200,existing paid,furniture/equipment,0.1446,<100,>=7,male mar/wid/div/sep,0.51,skilled,good
no checking,existing paid,furniture/equipment,0.1531,500<=X<1000,>=7,male single,0.32,skilled,good
no checking,existing paid,furniture/equipment,0.11505,100<=X<500,<1,female div/sep/mar,0.22,skilled,good
<0,existing paid,used car,0.37555,unknown,>=7,male single,0.51,skilled,bad
no checking,critical/other existing credit,furniture/equipment,0.0629,<100,<1,female div/sep/mar,0.22,unskilled resident,good
no checking,delayed previously,new car,0.03585,unknown,>=7,male mar/wid/div/sep,0.54,skilled,good
0<=X<200,existing paid,new car,0.07745,unknown,<1,male single,0.35,unemp/unskilled non res,good
no checking,critical/other existing credit,education,0.07985,<100,>=7,male single,0.54,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,0.08975,<100,>=7,female div/sep/mar,0.48,unskilled resident,good
<0,critical/other existing credit,furniture/equipment,0.2136,<100,>=7,female div/sep/mar,0.24,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.0488,unknown,>=7,male single,0.35,skilled,good
0<=X<200,existing paid,new car,0.3736,unknown,unemployed,female div/sep/mar,0.24,unemp/unskilled non res,good
<0,existing paid,new car,0.46355,<100,4<=X<7,male single,0.24,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.0295,<100,<1,male mar/wid/div/sep,0.26,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.0465,unknown,>=7,male single,0.65,skilled,good
0<=X<200,no credits/all paid,used car,0.46415,<100,unemployed,male single,0.55,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,new car,0.0889,<100,<1,female div/sep/mar,0.26,unemp/unskilled non res,bad
0<=X<200,existing paid,business,0.04535,<100,<1,male mar/wid/div/sep,0.26,skilled,good
0<=X<200,existing paid,furniture/equipment,0.0242,<100,4<=X<7,male mar/wid/div/sep,0.28,unskilled resident,good
<0,critical/other existing credit,used car,0.48145,<100,4<=X<7,male single,0.24,skilled,bad
<0,existing paid,furniture/equipment,0.15255,<100,1<=X<4,male single,0.54,skilled,bad
<0,existing paid,new car,0.19655,<100,4<=X<7,male single,0.46,skilled,bad
0<=X<200,delayed previously,new car,0.3716,<100,1<=X<4,female div/sep/mar,0.54,skilled,good
no checking,existing paid,furniture/equipment,0.0669,500<=X<1000,1<=X<4,male mar/wid/div/sep,0.62,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.0777,<100,4<=X<7,female div/sep/mar,0.24,skilled,good
<0,existing paid,other,0.79285,<100,unemployed,male mar/wid/div/sep,0.43,high qualif/self emp/mgmt,good
<0,existing paid,furniture/equipment,0.06725,<100,1<=X<4,male mar/wid/div/sep,0.26,skilled,bad
no checking,existing paid,new car,0.05505,<100,1<=X<4,male mar/wid/div/sep,0.27,skilled,good
>=200,existing paid,furniture/equipment,0.1508,<100,1<=X<4,male mar/wid/div/sep,0.24,skilled,good
<0,existing paid,furniture/equipment,0.1356,<100,>=7,male single,0.41,skilled,bad
<0,critical/other existing credit,new car,0.03655,<100,>=7,male single,0.47,unskilled resident,good
no checking,critical/other existing credit,furniture/equipment,0.189,<100,<1,male mar/wid/div/sep,0.35,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,0.0801,<100,>=7,male mar/wid/div/sep,0.3,skilled,good
<0,critical/other existing credit,new car,0.1983,<100,>=7,female div/sep/mar,0.33,skilled,bad
no checking,no credits/all paid,business,0.20825,<100,1<=X<4,male single,0.36,skilled,bad
<0,existing paid,used car,0.41675,unknown,>=7,male single,0.47,skilled,bad
0<=X<200,delayed previously,business,0.33405,unknown,1<=X<4,male single,0.38,skilled,good
no checking,delayed previously,business,0.11875,500<=X<1000,1<=X<4,male single,0.44,skilled,good
<0,existing paid,new car,0.0608,<100,<1,female div/sep/mar,0.23,skilled,bad
<0,no credits/all paid,business,0.5908,<100,>=7,male single,0.29,skilled,bad
0<=X<200,existing paid,furniture/equipment,0.2542,unknown,>=7,female div/sep/mar,0.42,skilled,good
>=200,existing paid,furniture/equipment,0.11635,<100,<1,female div/sep/mar,0.25,unskilled resident,bad
<0,no credits/all paid,new car,0.0541,<100,1<=X<4,male single,0.48,skilled,bad
no checking,existing paid,furniture/equipment,0.0443,unknown,1<=X<4,female div/sep/mar,0.21,skilled,good
no checking,existing paid,furniture/equipment,0.03005,<100,<1,female div/sep/mar,0.23,unskilled resident,good
<0,critical/other existing credit,used car,0.14785,<100,>=7,male single,0.63,skilled,good
no checking,critical/other existing credit,furniture/equipment,0.13055,<100,>=7,male mar/wid/div/sep,0.46,skilled,good
<0,existing paid,furniture/equipment,0.25895,<100,4<=X<7,male single,0.29,skilled,bad
no checking,delayed previously,used car,0.14965,<100,1<=X<4,male single,0.28,unskilled resident,good
no checking,existing paid,repairs,0.09715,<100,<1,female div/sep/mar,0.23,skilled,bad
no checking,no credits/all paid,business,0.07795,<100,4<=X<7,male single,0.5,skilled,good
no checking,existing paid,furniture/equipment,0.1711,<100,>=7,male single,0.47,skilled,good
0<=X<200,existing paid,furniture/equipment,0.1988,unknown,4<=X<7,male single,0.35,skilled,good
