Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
<0,no credits/all paid,furniture/equipment,1553,<100,0<X<4,single,44,skilled,bad
0<=X<200,existing paid,radio/tv,1444,unknown,0<X<4,single,23,skilled,good
no checking,existing paid,furniture/equipment,1980,<100,0<X<4,div/sep/mar/wid,19,skilled,bad
0<=X<200,existing paid,new car,1355,<100,0<X<4,div/sep/mar/wid,25,unskilled,bad
no checking,existing paid,education,1393,<100,>=7,single,47,skilled,good
no checking,existing paid,radio/tv,1376,>500,4<=X<7,div/sep/mar/wid,28,skilled,good
no checking,delayed previously,radio/tv,15653,<100,4<=X<7,single,21,skilled,good
no checking,existing paid,radio/tv,1493,<100,0<X<4,div/sep/mar/wid,34,skilled,good
<0,delayed previously,radio/tv,4370,<100,4<=X<7,single,26,skilled,bad
<0,existing paid,education,750,<100,unemployed,div/sep/mar/wid,27,unskilled,bad
0<=X<200,existing paid,repairs,1308,<100,>=7,single,38,unskilled,good
no checking,existing paid,education,4623,100<=X<500,0<X<4,single,40,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,radio/tv,1851,<100,4<=X<7,div/sep/mar/wid,33,skilled,good
<0,critical/other existing credit,radio/tv,1880,<100,4<=X<7,div/sep/mar/wid,32,high qualif/self emp/mgmt,good
no checking,delayed previously,business,7980,unknown,0<X<4,single,27,skilled,bad
<0,no credits/all paid,furniture/equipment,4583,<100,0<X<4,div/sep/mar/wid,32,skilled,good
no checking,existing paid,new car,13860,>500,0<X<4,div/sep/mar/wid,26,skilled,bad
>=200,existing paid,new car,947,<100,4<=X<7,single,38,skilled,bad
<0,existing paid,education,684,<100,0<X<4,single,40,unskilled,bad
<0,existing paid,education,7476,<100,4<=X<7,single,50,high qualif/self emp/mgmt,good
0<=X<200,existing paid,furniture/equipment,1922,<100,0<X<4,single,37,unskilled,bad
<0,existing paid,new car,2303,<100,>=7,single,45,skilled,bad
0<=X<200,delayed previously,new car,8086,100<=X<500,>=7,single,42,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,2346,<100,4<=X<7,single,35,skilled,good
<0,existing paid,new car,3973,<100,unemployed,single,22,skilled,good
0<=X<200,existing paid,new car,888,<100,>=7,single,41,unskilled,bad
no checking,existing paid,radio/tv,10222,unknown,4<=X<7,single,37,skilled,good
0<=X<200,no credits/all paid,business,4221,<100,0<X<4,div/sep/mar/wid,28,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,6361,<100,>=7,single,41,skilled,good
>=200,existing paid,radio/tv,1297,<100,0<X<4,div/sep/mar/wid,23,skilled,good
<0,existing paid,new car,900,unknown,0<X<4,div/sep/mar/wid,23,skilled,bad
no checking,existing paid,furniture/equipment,2241,<100,>=7,single,50,skilled,good
0<=X<200,delayed previously,furniture/equipment,1050,<100,unemployed,single,35,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,education,1047,<100,0<X<4,div/sep/mar/wid,50,unskilled,good
no checking,critical/other existing credit,other,6314,<100,unemployed,single,27,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,furniture/equipment,3496,>500,0<X<4,single,34,skilled,good
no checking,no credits/all paid,business,3609,<100,0<X<4,div/sep/mar/wid,27,skilled,good
<0,critical/other existing credit,new car,4843,<100,>=7,single,43,skilled,bad
>=200,critical/other existing credit,radio/tv,3017,<100,>=7,single,47,skilled,good
no checking,critical/other existing credit,business,4139,100<=X<500,0<X<4,single,27,unskilled,good
no checking,existing paid,business,5742,100<=X<500,4<=X<7,single,31,skilled,good
no checking,existing paid,new car,10366,<100,>=7,single,42,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,new car,2080,>500,0<X<4,div/sep/mar/wid,24,skilled,good
no checking,delayed previously,business,2580,>500,0<X<4,single,41,unskilled,bad
no checking,critical/other existing credit,radio/tv,4530,<100,4<=X<7,div/sep/mar/wid,26,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,5150,<100,>=7,single,33,skilled,good
0<=X<200,existing paid,radio/tv,5595,100<=X<500,0<X<4,div/sep/mar/wid,24,skilled,bad
<0,existing paid,radio/tv,2384,<100,>=7,single,64,unskilled,good
no checking,existing paid,radio/tv,1453,<100,0<X<4,div/sep/mar/wid,26,skilled,good
no checking,existing paid,education,1538,<100,0<X<4,div/sep/mar/wid,56,skilled,good
no checking,existing paid,radio/tv,2279,unknown,0<X<4,single,37,skilled,good
no checking,delayed previously,radio/tv,1478,<100,0<X<4,div/sep/mar/wid,33,skilled,good
no checking,critical/other existing credit,radio/tv,5103,<100,0<X<4,div/sep/mar/wid,47,skilled,good
0<=X<200,delayed previously,business,9857,100<=X<500,4<=X<7,single,31,unskilled,good
no checking,existing paid,new car,6527,unknown,0<X<4,single,34,skilled,good
>=200,critical/other existing credit,radio/tv,1347,unknown,4<=X<7,single,27,skilled,good
0<=X<200,delayed previously,new car,2862,100<=X<500,>=7,single,30,skilled,good
no checking,existing paid,radio/tv,2753,100<=X<500,>=7,single,35,skilled,good
<0,existing paid,new car,3651,>500,0<X<4,single,31,skilled,good
<0,critical/other existing credit,furniture/equipment,975,<100,0<X<4,div/sep/mar/wid,25,skilled,good
0<=X<200,existing paid,repairs,2631,100<=X<500,0<X<4,div/sep/mar/wid,25,unskilled,good
0<=X<200,existing paid,radio/tv,2896,100<=X<500,0<X<4,single,29,skilled,good
<0,critical/other existing credit,new car,4716,unknown,0<X<4,single,44,unskilled,good
no checking,existing paid,radio/tv,2284,<100,4<=X<7,single,28,skilled,good
no checking,existing paid,used car,1236,>500,0<X<4,single,50,skilled,good
0<=X<200,existing paid,radio/tv,1103,<100,4<=X<7,single,29,skilled,good
no checking,critical/other existing credit,new car,926,<100,unemployed,div/sep/mar/wid,38,unskilled,good
no checking,critical/other existing credit,radio/tv,1800,<100,0<X<4,single,24,skilled,good
>=200,existing paid,education,1905,<100,>=7,single,40,high qualif/self emp/mgmt,good
no checking,existing paid,furniture/equipment,1123,>500,0<X<4,div/sep/mar/wid,29,unskilled,bad
<0,critical/other existing credit,used car,6331,<100,>=7,single,46,skilled,bad
>=200,existing paid,radio/tv,1377,100<=X<500,>=7,div/sep/mar/wid,47,skilled,good
0<=X<200,delayed previously,business,2503,100<=X<500,>=7,single,41,skilled,good
0<=X<200,existing paid,business,2528,<100,0<X<4,div/sep/mar/wid,32,skilled,good
no checking,existing paid,new car,5324,>500,>=7,div/sep/mar/wid,35,skilled,good
0<=X<200,existing paid,new car,6560,100<=X<500,4<=X<7,single,24,skilled,bad
0<=X<200,no credits/all paid,furniture/equipment,2969,<100,0<X<4,div/sep/mar/wid,25,skilled,bad
0<=X<200,existing paid,radio/tv,1206,<100,>=7,div/sep/mar/wid,25,skilled,good
0<=X<200,existing paid,radio/tv,2118,<100,0<X<4,single,37,unskilled,good
no checking,critical/other existing credit,radio/tv,629,>500,>=7,single,32,high qualif/self emp/mgmt,good
<0,no credits/all paid,education,1198,<100,>=7,div/sep/mar/wid,35,skilled,bad
no checking,existing paid,used car,2476,unknown,>=7,single,46,high qualif/self emp/mgmt,good
<0,critical/other existing credit,radio/tv,1138,<100,0<X<4,single,25,unskilled,good
0<=X<200,existing paid,new car,14027,<100,4<=X<7,single,27,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,7596,unknown,>=7,single,63,skilled,good
no checking,critical/other existing credit,radio/tv,3077,unknown,>=7,single,40,skilled,good
no checking,existing paid,radio/tv,1505,<100,0<X<4,single,32,high qualif/self emp/mgmt,good
>=200,critical/other existing credit,radio/tv,3148,unknown,0<X<4,single,31,skilled,good
0<=X<200,no credits/all paid,used car,6148,100<=X<500,>=7,div/sep/mar/wid,31,skilled,good
>=200,no credits/all paid,radio/tv,1337,<100,0<X<4,single,34,high qualif/self emp/mgmt,bad
0<=X<200,no credits/all paid,education,433,>500,0<X<4,div/sep/mar/wid,24,skilled,bad
<0,existing paid,new car,1228,<100,0<X<4,div/sep/mar/wid,24,unskilled,bad
0<=X<200,existing paid,radio/tv,790,>500,0<X<4,div/sep/mar/wid,66,unskilled,good
no checking,existing paid,new car,2570,<100,0<X<4,div/sep/mar/wid,21,skilled,bad
no checking,critical/other existing credit,new car,250,>500,0<X<4,div/sep/mar/wid,41,unskilled,good
no checking,critical/other existing credit,radio/tv,1316,>500,0<X<4,div/sep/mar/wid,47,unskilled,good
<0,existing paid,radio/tv,1882,<100,0<X<4,div/sep/mar/wid,25,skilled,bad
0<=X<200,no credits/all paid,business,6416,<100,>=7,div/sep/mar/wid,59,skilled,bad
>=200,critical/other existing credit,business,1275,>500,0<X<4,div/sep/mar/wid,36,skilled,good
0<=X<200,delayed previously,radio/tv,6403,<100,0<X<4,single,33,skilled,good
<0,existing paid,radio/tv,1987,<100,0<X<4,single,21,unskilled,bad
0<=X<200,existing paid,radio/tv,760,<100,4<=X<7,div/sep/mar/wid,44,unskilled,good
no checking,existing paid,used car,2603,>500,0<X<4,div/sep/mar/wid,28,skilled,good
no checking,critical/other existing credit,new car,3380,<100,4<=X<7,div/sep/mar/wid,37,skilled,good
0<=X<200,no credits/all paid,furniture/equipment,3990,unknown,0<X<4,div/sep/mar/wid,29,unskilled,good
0<=X<200,existing paid,used car,11560,<100,0<X<4,div/sep/mar/wid,23,high qualif/self emp/mgmt,bad
<0,existing paid,new car,4380,100<=X<500,0<X<4,single,35,unskilled,good
no checking,critical/other existing credit,new car,6761,<100,4<=X<7,single,45,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,business,4280,100<=X<500,0<X<4,div/sep/mar/wid,26,unskilled,bad
<0,no credits/all paid,new car,2325,100<=X<500,4<=X<7,single,32,skilled,good
0<=X<200,no credits/all paid,radio/tv,1048,<100,0<X<4,single,23,unskilled,good
no checking,existing paid,radio/tv,3160,unknown,>=7,single,41,skilled,good
<0,no credits/all paid,furniture/equipment,2483,>500,0<X<4,single,22,skilled,good
<0,critical/other existing credit,furniture/equipment,14179,unknown,4<=X<7,single,30,high qualif/self emp/mgmt,good
<0,critical/other existing credit,business,1797,<100,0<X<4,single,28,unskilled,good
<0,existing paid,new car,2511,<100,unemployed,div/sep/mar/wid,23,skilled,good
<0,existing paid,new car,1274,<100,0<X<4,div/sep/mar/wid,37,unskilled,bad
no checking,existing paid,used car,5248,unknown,0<X<4,single,26,skilled,good
no checking,existing paid,used car,3029,<100,4<=X<7,single,33,skilled,good
<0,existing paid,furniture/equipment,428,<100,>=7,div/sep/mar/wid,49,skilled,good
<0,existing paid,new car,976,<100,0<X<4,div/sep/mar/wid,23,unskilled,bad
0<=X<200,existing paid,business,841,100<=X<500,4<=X<7,div/sep/mar/wid,23,unskilled,good
no checking,critical/other existing credit,radio/tv,5771,<100,4<=X<7,div/sep/mar/wid,25,skilled,good
no checking,delayed previously,repairs,1555,>500,>=7,single,55,skilled,bad
<0,existing paid,new car,1285,unknown,4<=X<7,div/sep/mar/wid,32,skilled,bad
>=200,critical/other existing credit,new car,1299,<100,0<X<4,single,74,unskilled,good
>=200,critical/other existing credit,radio/tv,1271,unknown,0<X<4,single,39,skilled,bad
no checking,existing paid,new car,1393,<100,0<X<4,single,31,skilled,good
<0,critical/other existing credit,new car,691,<100,>=7,single,35,skilled,bad
no checking,critical/other existing credit,new car,5045,unknown,>=7,div/sep/mar/wid,59,skilled,good
<0,critical/other existing credit,furniture/equipment,2124,<100,0<X<4,div/sep/mar/wid,24,skilled,bad
<0,existing paid,radio/tv,2214,<100,0<X<4,single,24,unskilled,good
no checking,critical/other existing credit,new car,12680,unknown,>=7,single,30,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,new car,2463,100<=X<500,4<=X<7,div/sep/mar/wid,27,skilled,good
0<=X<200,existing paid,radio/tv,1155,<100,>=7,div/sep/mar/wid,40,unskilled,good
<0,existing paid,furniture/equipment,3108,<100,0<X<4,div/sep/mar/wid,31,unskilled,bad
no checking,existing paid,used car,2901,unknown,0<X<4,div/sep/mar/wid,31,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,3617,<100,>=7,single,28,skilled,good
no checking,critical/other existing credit,radio/tv,1655,<100,>=7,single,63,unskilled,good
<0,existing paid,used car,2812,unknown,>=7,div/sep/mar/wid,26,skilled,good
<0,critical/other existing credit,education,8065,<100,0<X<4,div/sep/mar/wid,25,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,used car,3275,<100,>=7,single,36,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,radio/tv,2223,100<=X<500,>=7,single,52,skilled,good
>=200,critical/other existing credit,new car,1480,>500,unemployed,single,66,unskilled,good
<0,existing paid,new car,1371,unknown,0<X<4,div/sep/mar/wid,25,skilled,bad
no checking,critical/other existing credit,new car,3535,<100,4<=X<7,single,37,skilled,good
<0,existing paid,radio/tv,3509,<100,4<=X<7,div/sep/mar/wid,25,skilled,good
no checking,critical/other existing credit,used car,5711,>500,>=7,single,38,high qualif/self emp/mgmt,good
0<=X<200,existing paid,repairs,3872,<100,unemployed,div/sep/mar/wid,67,skilled,good
0<=X<200,critical/other existing credit,radio/tv,4933,<100,4<=X<7,single,25,skilled,bad
no checking,critical/other existing credit,new car,1940,>500,>=7,single,60,skilled,good
0<=X<200,no credits/all paid,retraining,1410,<100,0<X<4,single,31,unskilled,good
0<=X<200,existing paid,new car,836,100<=X<500,0<X<4,div/sep/mar/wid,23,unskilled,bad
0<=X<200,existing paid,used car,6468,unknown,unemployed,div/sep/mar/wid,60,high qualif/self emp/mgmt,good
0<=X<200,existing paid,business,1941,>500,0<X<4,single,35,unskilled,good
no checking,existing paid,radio/tv,2675,>500,>=7,single,40,skilled,good
no checking,critical/other existing credit,used car,2751,unknown,>=7,single,38,skilled,good
0<=X<200,delayed previously,education,6224,<100,>=7,single,50,skilled,bad
<0,critical/other existing credit,education,5998,<100,0<X<4,single,27,skilled,bad
0<=X<200,existing paid,business,1188,<100,>=7,div/sep/mar/wid,39,skilled,bad
no checking,existing paid,used car,6313,unknown,>=7,single,41,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,1221,unknown,0<X<4,div/sep/mar/wid,27,skilled,good
>=200,existing paid,furniture/equipment,2892,<100,>=7,div/sep/mar/wid,51,skilled,good
no checking,existing paid,furniture/equipment,3062,>500,>=7,single,32,skilled,good
no checking,existing paid,furniture/equipment,2301,100<=X<500,0<X<4,div/sep/mar/wid,22,skilled,good
<0,existing paid,used car,7511,unknown,>=7,single,51,skilled,bad
no checking,critical/other existing credit,furniture/equipment,1258,<100,0<X<4,div/sep/mar/wid,22,unskilled,good
no checking,delayed previously,new car,717,unknown,>=7,div/sep/mar/wid,54,skilled,good
0<=X<200,existing paid,new car,1549,unknown,0<X<4,single,35,unskilled,good
no checking,critical/other existing credit,education,1597,<100,>=7,single,54,skilled,good
0<=X<200,critical/other existing credit,radio/tv,1795,<100,>=7,div/sep/mar/wid,48,unskilled,good
<0,critical/other existing credit,furniture/equipment,4272,<100,>=7,div/sep/mar/wid,24,skilled,good
no checking,critical/other existing credit,radio/tv,976,unknown,>=7,single,35,skilled,good
0<=X<200,existing paid,new car,7472,unknown,unemployed,div/sep/mar/wid,24,unskilled,good
<0,existing paid,new car,9271,<100,4<=X<7,single,24,skilled,bad
0<=X<200,existing paid,radio/tv,590,<100,0<X<4,div/sep/mar/wid,26,unskilled,good
no checking,critical/other existing credit,radio/tv,930,unknown,>=7,single,65,skilled,good
0<=X<200,no credits/all paid,used car,9283,<100,unemployed,single,55,high qualif/self emp/mgmt,good
0<=X<200,no credits/all paid,new car,1778,<100,0<X<4,div/sep/mar/wid,26,unskilled,bad
0<=X<200,existing paid,business,907,<100,0<X<4,div/sep/mar/wid,26,skilled,good
0<=X<200,existing paid,radio/tv,484,<100,4<=X<7,div/sep/mar/wid,28,unskilled,good
<0,critical/other existing credit,used car,9629,<100,4<=X<7,single,24,skilled,bad
<0,existing paid,furniture/equipment,3051,<100,0<X<4,single,54,skilled,bad
<0,existing paid,new car,3931,<100,4<=X<7,single,46,skilled,bad
0<=X<200,delayed previously,new car,7432,<100,0<X<4,div/sep/mar/wid,54,skilled,good
no checking,existing paid,furniture/equipment,1338,>500,0<X<4,div/sep/mar/wid,62,skilled,good
no checking,critical/other existing credit,radio/tv,1554,<100,4<=X<7,div/sep/mar/wid,24,skilled,good
<0,existing paid,other,15857,<100,unemployed,div/sep/mar/wid,43,high qualif/self emp/mgmt,good
<0,existing paid,radio/tv,1345,<100,0<X<4,div/sep/mar/wid,26,skilled,bad
no checking,existing paid,new car,1101,<100,0<X<4,div/sep/mar/wid,27,skilled,good
>=200,existing paid,radio/tv,3016,<100,0<X<4,div/sep/mar/wid,24,skilled,good
<0,existing paid,furniture/equipment,2712,<100,>=7,single,41,skilled,bad
<0,critical/other existing credit,new car,731,<100,>=7,single,47,unskilled,good
no checking,critical/other existing credit,furniture/equipment,3780,<100,0<X<4,div/sep/mar/wid,35,high qualif/self emp/mgmt,good
<0,critical/other existing credit,new car,1602,<100,>=7,div/sep/mar/wid,30,skilled,good
<0,critical/other existing credit,new car,3966,<100,>=7,div/sep/mar/wid,33,skilled,bad
no checking,no credits/all paid,business,4165,<100,0<X<4,single,36,skilled,bad
<0,existing paid,used car,8335,unknown,>=7,single,47,skilled,bad
0<=X<200,delayed previously,business,6681,unknown,0<X<4,single,38,skilled,good
no checking,delayed previously,business,2375,>500,0<X<4,single,44,skilled,good
<0,existing paid,new car,1216,<100,0<X<4,div/sep/mar/wid,23,skilled,bad
<0,no credits/all paid,business,11816,<100,>=7,single,29,skilled,bad
0<=X<200,existing paid,radio/tv,5084,unknown,>=7,div/sep/mar/wid,42,skilled,good
>=200,existing paid,radio/tv,2327,<100,0<X<4,div/sep/mar/wid,25,unskilled,bad
<0,no credits/all paid,new car,1082,<100,0<X<4,single,48,skilled,bad
no checking,existing paid,radio/tv,886,unknown,0<X<4,div/sep/mar/wid,21,skilled,good
no checking,existing paid,furniture/equipment,601,<100,0<X<4,div/sep/mar/wid,23,unskilled,good
<0,critical/other existing credit,used car,2957,<100,>=7,single,63,skilled,good
no checking,critical/other existing credit,radio/tv,2611,<100,>=7,div/sep/mar/wid,46,skilled,good
<0,existing paid,furniture/equipment,5179,<100,4<=X<7,single,29,skilled,bad
no checking,delayed previously,used car,2993,<100,0<X<4,single,28,unskilled,good
no checking,existing paid,repairs,1943,<100,0<X<4,div/sep/mar/wid,23,skilled,bad
no checking,no credits/all paid,business,1559,<100,4<=X<7,single,50,skilled,good
no checking,existing paid,furniture/equipment,3422,<100,>=7,single,47,skilled,good
0<=X<200,existing paid,furniture/equipment,3976,unknown,4<=X<7,single,35,skilled,good
no checking,existing paid,new car,6761,unknown,0<X<4,single,68,skilled,bad
no checking,existing paid,new car,1249,<100,0<X<4,div/sep/mar/wid,28,skilled,good
<0,existing paid,radio/tv,1364,<100,4<=X<7,single,59,skilled,good
<0,existing paid,radio/tv,709,<100,>=7,single,57,unskilled,bad
<0,critical/other existing credit,new car,2235,<100,0<X<4,div/sep/mar/wid,33,skilled,bad
no checking,critical/other existing credit,used car,4042,unknown,4<=X<7,single,43,skilled,good
no checking,critical/other existing credit,radio/tv,1471,<100,0<X<4,single,35,skilled,good
<0,no credits/all paid,new car,1442,<100,4<=X<7,single,32,unskilled,bad
no checking,delayed previously,new car,10875,<100,>=7,single,45,skilled,good
no checking,existing paid,new car,1474,100<=X<500,0<X<4,div/sep/mar/wid,33,skilled,good
no checking,existing paid,retraining,894,unknown,4<=X<7,div/sep/mar/wid,40,skilled,good
no checking,critical/other existing credit,furniture/equipment,3343,<100,0<X<4,single,28,skilled,good
<0,existing paid,new car,3959,<100,0<X<4,div/sep/mar/wid,29,skilled,bad
no checking,existing paid,new car,3577,100<=X<500,0<X<4,single,26,skilled,good
no checking,critical/other existing credit,used car,5804,>500,0<X<4,single,27,skilled,good
no checking,delayed previously,business,2169,<100,0<X<4,div/sep/mar/wid,28,skilled,bad
<0,existing paid,radio/tv,2439,<100,0<X<4,div/sep/mar/wid,35,skilled,bad
no checking,critical/other existing credit,furniture/equipment,4526,>500,0<X<4,single,32,unskilled,good
no checking,existing paid,furniture/equipment,2210,<100,0<X<4,single,25,unskilled,bad
no checking,existing paid,furniture/equipment,2221,>500,0<X<4,div/sep/mar/wid,20,skilled,good
<0,existing paid,radio/tv,2389,<100,0<X<4,div/sep/mar/wid,27,skilled,good
no checking,critical/other existing credit,furniture/equipment,3331,<100,>=7,single,42,skilled,good
no checking,existing paid,business,7409,unknown,>=7,single,37,skilled,good
<0,existing paid,furniture/equipment,652,<100,>=7,div/sep/mar/wid,24,skilled,good
no checking,delayed previously,furniture/equipment,7678,>500,4<=X<7,div/sep/mar/wid,40,skilled,good
>=200,critical/other existing credit,new car,1343,<100,>=7,single,46,skilled,good
<0,critical/other existing credit,business,1382,100<=X<500,4<=X<7,single,26,skilled,good
no checking,existing paid,furniture/equipment,874,unknown,0<X<4,div/sep/mar/wid,24,skilled,good
<0,existing paid,furniture/equipment,3590,<100,0<X<4,single,29,unskilled,good
0<=X<200,critical/other existing credit,new car,1322,>500,0<X<4,div/sep/mar/wid,40,skilled,good
<0,no credits/all paid,radio/tv,1940,<100,0<X<4,single,36,high qualif/self emp/mgmt,good
no checking,existing paid,radio/tv,3595,<100,>=7,single,28,skilled,good
<0,existing paid,new car,1422,<100,0<X<4,single,27,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,radio/tv,6742,unknown,4<=X<7,single,36,skilled,good
no checking,existing paid,used car,7814,<100,4<=X<7,single,38,high qualif/self emp/mgmt,good
no checking,existing paid,used car,9277,unknown,0<X<4,div/sep/mar/wid,48,skilled,good
0<=X<200,critical/other existing credit,new car,2181,unknown,>=7,single,36,skilled,good
no checking,critical/other existing credit,radio/tv,1098,<100,unemployed,div/sep/mar/wid,65,unskilled,good
0<=X<200,existing paid,furniture/equipment,4057,<100,4<=X<7,div/sep/mar/wid,43,skilled,bad
<0,existing paid,education,795,<100,0<X<4,div/sep/mar/wid,53,skilled,bad
0<=X<200,critical/other existing credit,business,2825,unknown,4<=X<7,single,34,skilled,good
0<=X<200,existing paid,business,15672,<100,0<X<4,single,23,skilled,bad
no checking,critical/other existing credit,new car,6614,<100,>=7,single,34,high qualif/self emp/mgmt,good
no checking,no credits/all paid,used car,7824,unknown,0<X<4,single,40,skilled,good
<0,critical/other existing credit,business,2442,<100,>=7,single,43,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,radio/tv,1829,<100,>=7,single,46,skilled,good
<0,critical/other existing credit,new car,2171,<100,0<X<4,single,38,unskilled,good
0<=X<200,critical/other existing credit,used car,5800,<100,0<X<4,single,34,skilled,good
no checking,critical/other existing credit,radio/tv,1169,unknown,0<X<4,single,29,skilled,good
no checking,delayed previously,used car,8947,unknown,4<=X<7,single,31,high qualif/self emp/mgmt,good
<0,existing paid,radio/tv,2606,<100,0<X<4,div/sep/mar/wid,28,high qualif/self emp/mgmt,good
no checking,critical/other existing credit,furniture/equipment,1592,>500,4<=X<7,div/sep/mar/wid,35,skilled,good
no checking,existing paid,furniture/equipment,2186,unknown,4<=X<7,div/sep/mar/wid,33,unskilled,good
<0,existing paid,furniture/equipment,4153,<100,0<X<4,single,42,skilled,bad
<0,critical/other existing credit,new car,2625,<100,>=7,single,43,skilled,bad
no checking,critical/other existing credit,new car,3485,unknown,0<X<4,div/sep/mar/wid,44,skilled,good
no checking,critical/other existing credit,used car,10477,unknown,>=7,single,42,skilled,good
no checking,existing paid,radio/tv,1386,unknown,0<X<4,div/sep/mar/wid,40,skilled,good
no checking,existing paid,radio/tv,1278,<100,>=7,single,36,high qualif/self emp/mgmt,good
<0,existing paid,radio/tv,1107,<100,0<X<4,single,20,high qualif/self emp/mgmt,good
<0,existing paid,new car,3763,unknown,4<=X<7,single,24,unskilled,good
0<=X<200,existing paid,education,3711,unknown,0<X<4,div/sep/mar/wid,27,skilled,good
no checking,delayed previously,used car,3594,<100,0<X<4,div/sep/mar/wid,46,unskilled,good
0<=X<200,existing paid,new car,3195,unknown,0<X<4,div/sep/mar/wid,33,unskilled,good
no checking,delayed previously,radio/tv,4454,<100,0<X<4,div/sep/mar/wid,34,skilled,good
0<=X<200,critical/other existing credit,furniture/equipment,4736,<100,0<X<4,div/sep/mar/wid,25,unskilled,bad
0<=X<200,existing paid,radio/tv,2991,unknown,>=7,div/sep/mar/wid,25,skilled,good
no checking,existing paid,business,2142,>500,>=7,div/sep/mar/wid,28,skilled,good
<0,no credits/all paid,business,3161,<100,0<X<4,single,31,skilled,bad
0<=X<200,no credits/all paid,other,18424,<100,0<X<4,div/sep/mar/wid,32,high qualif/self emp/mgmt,bad
no checking,existing paid,used car,2848,100<=X<500,0<X<4,single,32,skilled,good
<0,existing paid,new car,14896,<100,>=7,single,68,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,2359,100<=X<500,unemployed,div/sep/mar/wid,33,skilled,bad
<0,existing paid,furniture/equipment,3345,<100,>=7,single,39,high qualif/self emp/mgmt,bad
no checking,critical/other existing credit,furniture/equipment,1817,<100,0<X<4,div/sep/mar/wid,28,skilled,good
no checking,delayed previously,radio/tv,12749,>500,4<=X<7,single,37,high qualif/self emp/mgmt,good
<0,existing paid,radio/tv,1366,<100,0<X<4,div/sep/mar/wid,22,skilled,bad
0<=X<200,existing paid,new car,2002,<100,4<=X<7,single,30,skilled,good
<0,no credits/all paid,furniture/equipment,6872,<100,0<X<4,div/sep/mar/wid,55,skilled,bad
<0,no credits/all paid,new car,697,<100,0<X<4,single,46,skilled,bad
<0,critical/other existing credit,furniture/equipment,1049,<100,0<X<4,div/sep/mar/wid,21,skilled,good
<0,existing paid,used car,10297,<100,4<=X<7,single,39,skilled,bad
no checking,existing paid,radio/tv,1867,unknown,>=7,single,58,skilled,good
<0,delayed previously,new car,1344,<100,0<X<4,single,43,unskilled,good
<0,existing paid,furniture/equipment,1747,<100,0<X<4,single,24,unskilled,good
0<=X<200,existing paid,radio/tv,1670,<100,0<X<4,div/sep/mar/wid,22,skilled,bad
no checking,critical/other existing credit,new car,1224,<100,0<X<4,single,30,skilled,good
no checking,critical/other existing credit,radio/tv,522,>500,>=7,single,42,skilled,good
<0,existing paid,radio/tv,1498,<100,0<X<4,div/sep/mar/wid,23,skilled,good
0<=X<200,delayed previously,radio/tv,1919,100<=X<500,0<X<4,single,30,high qualif/self emp/mgmt,bad
>=200,existing paid,radio/tv,745,<100,0<X<4,div/sep/mar/wid,28,unskilled,bad
0<=X<200,existing paid,radio/tv,2063,<100,0<X<4,div/sep/mar/wid,30,high qualif/self emp/mgmt,good
0<=X<200,existing paid,education,6288,<100,0<X<4,single,42,skilled,bad
no checking,critical/other existing credit,used car,6842,unknown,0<X<4,single,46,high qualif/self emp/mgmt,good
no checking,existing paid,new car,3527,unknown,0<X<4,single,45,high qualif/self emp/mgmt,good
no checking,existing paid,new car,1546,<100,0<X<4,single,31,unskilled,good
no checking,existing paid,furniture/equipment,929,unknown,4<=X<7,single,31,skilled,good
no checking,critical/other existing credit,new car,1455,<100,4<=X<7,single,42,unskilled,good
<0,existing paid,furniture/equipment,1845,<100,0<X<4,div/sep/mar/wid,46,skilled,good
0<=X<200,no credits/all paid,new car,8358,>500,0<X<4,div/sep/mar/wid,30,skilled,good
<0,no credits/all paid,furniture/equipment,3349,>500,0<X<4,single,30,skilled,bad
no checking,existing paid,new car,2859,unknown,unemployed,single,38,high qualif/self emp/mgmt,good
no checking,existing paid,furniture/equipment,1533,<100,0<X<4,div/sep/mar/wid,43,unskilled,bad
no checking,existing paid,radio/tv,3621,100<=X<500,>=7,single,31,skilled,bad
0<=X<200,critical/other existing credit,business,3590,<100,unemployed,div/sep/mar/wid,40,unskilled,good
<0,delayed previously,business,2145,<100,4<=X<7,single,24,skilled,bad
